Name,Age,Gender,Country,State,City,Parent Occupation,Earning Class,Level of Student,Level of Course,Course Name,Assessment Score,Time Spent per Day,Material Name,Material Level,IQ of Student
Rayaan Datta,12,Female,India,Madhya Pradesh,Panchkula,Music tutor,Medium,Middle,Intermediate,Algebra,37.632071149416916,3.0159853989691596,Material_34,Medium,89.3115707965337
Tanveer Bhat,14,Male,India,Tripura,Munger,Medical physicist,High,Middle,Intermediate,Earth Science,51.24006924715206,-2.681481030393578,Material_11,Medium,82.0867404934382
Advika Kohli,7,Female,India,Nagaland,Sikar,Special educational needs teacher,High,Elementary,Beginner,Reading Comprehension,76.53182357104892,2.859539777247876,Material_28,Basic,97.36001611649513
Nirja Dara,14,Female,India,Uttar Pradesh,Agartala,Television camera operator,Medium,Middle,Intermediate,Algebra,68.90256129586317,1.4796939762587584,Material_17,Medium,112.24025288601325
Wriddhish Roy,11,Female,India,Uttar Pradesh,Miryalaguda,"Editor, film/video",Low,Middle,Intermediate,Algebra,89.05594412063351,3.444436930817119,Material_19,Medium,110.67128509986696
Udarsh Rana,15,Female,India,Rajasthan,Gudivada,"Engineer, aeronautical",Medium,High,Advanced,Calculus,87.55925636167872,3.5430205365120013,Material_7,Hard,113.57469087566679
Ishaan Salvi,12,Male,India,Tamil Nadu,Kalyan-Dombivli,Fitness centre manager,High,Middle,Intermediate,Algebra,58.97724567336359,2.929636798915033,Material_34,Medium,121.23730822519484
Hritik Balay,17,Male,India,Haryana,Maheshtala,Forensic scientist,Low,High,Advanced,Advanced Writing,71.97564330269888,4.192184087526314,Material_11,Hard,65.3071372154462
Gauri Naik,14,Female,India,Telangana,Shivpuri,Economist,Low,Middle,Intermediate,Algebra,60.30486104045927,3.939340695659404,Material_38,Medium,91.43139209827139
Raagini Anand,8,Male,India,Maharashtra,Morena,Company secretary,High,Elementary,Beginner,Intro to Science,76.91154901394006,1.4556042209365927,Material_47,Basic,90.17886752878962
Vidhi Kant,6,Male,India,Madhya Pradesh,Salem,Advertising copywriter,Medium,Elementary,Beginner,Math Basics,31.810521065945345,1.8508399879130513,Material_3,Basic,103.56810086477381
Liam Dey,6,Female,India,Kerala,Bikaner,"Designer, furniture",High,Elementary,Beginner,Reading Comprehension,72.75238371934273,4.346218216613368,Material_25,Basic,117.02296803056615
Ucchal Naidu,13,Female,India,Sikkim,Kota,Immunologist,Low,Middle,Intermediate,Earth Science,48.23871788124958,2.552240608965949,Material_15,Medium,97.72466590109998
Matthew Biswas,11,Female,India,Madhya Pradesh,New Delhi,Probation officer,Low,Middle,Intermediate,Algebra,77.1233757995466,4.131732776275643,Material_40,Medium,80.57238541970861
Chasmum Kamdar,5,Male,India,Manipur,Bharatpur,Sub,Medium,Elementary,Beginner,Reading Comprehension,72.72350294449126,3.4170364333261007,Material_44,Basic,124.1963576926554
Yashoda Manda,6,Male,India,Telangana,Sirsa,"Therapist, horticultural",Medium,Elementary,Beginner,Math Basics,62.01958850614444,3.412156165471526,Material_46,Basic,105.82693298834089
Xiti Loke,5,Male,India,Jharkhand,Baranagar,Immigration officer,Low,Elementary,Beginner,Math Basics,85.89861355714046,3.4499890755400893,Material_9,Basic,94.96775026828253
Widisha Wason,5,Female,India,Tamil Nadu,Ramagundam,"Scientist, research (medical)",High,Elementary,Beginner,Reading Comprehension,84.94158377432605,4.986993053186502,Material_32,Basic,94.57254694514407
Abhimanyu Narayanan,16,Male,India,Chhattisgarh,New Delhi,"Radiographer, therapeutic",High,High,Advanced,Calculus,93.02848231172905,0.5197758087084574,Material_24,Hard,118.8244183068457
Kavya Dugal,10,Female,India,Mizoram,Mau,Health and safety adviser,High,Elementary,Beginner,Reading Comprehension,65.57766224279109,1.257304847821458,Material_35,Basic,109.114251312564
Yachana Das,12,Female,India,Uttar Pradesh,Guna,"Production assistant, radio",Low,Middle,Intermediate,English Literature,72.99102460670065,1.739614757405019,Material_28,Medium,92.62428005779697
Devika Dhawan,7,Female,India,Odisha,Satara,Press sub,Low,Elementary,Beginner,Intro to Science,66.41121794654384,2.5016719125676063,Material_1,Basic,87.55768765075133
Pushti Rout,11,Female,India,Goa,Bhiwani,Pension scheme manager,High,Middle,Intermediate,English Literature,63.76302916621119,3.8147612244761007,Material_33,Medium,113.21915559569221
Janya Uppal,10,Female,India,Haryana,Udupi,Insurance account manager,Medium,Elementary,Beginner,Intro to Science,51.87979196449669,4.880377549193924,Material_35,Basic,119.17253337851497
Nikita Mane,5,Female,India,Andhra Pradesh,Tadipatri,"Therapist, occupational",Low,Elementary,Beginner,Intro to Science,54.567880977048404,4.898846233478595,Material_48,Basic,96.78440166758783
Aarini Kashyap,13,Male,India,Rajasthan,Serampore,Charity fundraiser,Medium,Middle,Intermediate,Algebra,63.140624748612424,8.030997485057583,Material_50,Medium,125.06569526159993
Ronith Dhawan,10,Male,India,Tamil Nadu,Orai,Statistician,High,Elementary,Beginner,Reading Comprehension,69.09064275845276,3.1677738009263594,Material_10,Basic,107.36597566968676
Alka Nayar,18,Male,India,Uttar Pradesh,Pune,Intelligence analyst,High,High,Advanced,Calculus,100.0,3.2948719547780394,Material_7,Hard,123.76446057711414
Sneha Mutti,13,Male,India,Goa,Bhalswa Jahangir Pur,Dietitian,High,Middle,Intermediate,Earth Science,67.54293005815332,4.032169502341562,Material_38,Medium,114.81285103777282
Farhan Krishna,13,Female,India,Goa,Dehradun,"Surveyor, rural practice",Low,Middle,Intermediate,Algebra,100.0,2.1273478778072166,Material_3,Medium,100.1240406220592
Aarna Thakur,10,Female,India,Nagaland,Medininagar,Trade union research officer,Medium,Elementary,Beginner,Reading Comprehension,51.8121002098564,4.724254778182893,Material_3,Basic,75.78007602248341
Chameli Yogi,6,Male,India,Rajasthan,Bhopal,Freight forwarder,Low,Elementary,Beginner,Intro to Science,82.6291689846523,0.8069776002003313,Material_8,Basic,114.87556870786082
Lucky Kalla,14,Male,India,Himachal Pradesh,Barasat,Public relations account executive,Low,Middle,Intermediate,Earth Science,84.95743103764173,0.5392630655939425,Material_10,Medium,102.1403158639253
Teerth Gupta,5,Female,India,Haryana,Kota,Probation officer,Low,Elementary,Beginner,Intro to Science,76.88344280441832,2.283126466925716,Material_35,Basic,92.30030846716407
Chatresh Dara,15,Female,India,West Bengal,Kurnool,Recycling officer,High,High,Advanced,Calculus,72.6025452699874,2.3706566102766193,Material_3,Hard,112.36934189678483
Damyanti Gara,18,Female,India,Haryana,Udaipur,Insurance broker,High,High,Advanced,Advanced Writing,86.48215536985919,1.095171455373884,Material_28,Hard,110.30235400485262
Reva Sarna,6,Female,India,Andhra Pradesh,Kharagpur,Ship broker,Low,Elementary,Beginner,Math Basics,51.81750269892492,2.5636507089384164,Material_25,Basic,78.56770961752099
Rajata Kala,12,Male,India,Assam,Visakhapatnam,Theatre director,Low,Middle,Intermediate,English Literature,49.02796355813496,3.5937666958142764,Material_5,Medium,118.94875638813262
Yauvani Arya,14,Female,India,Nagaland,Sri Ganganagar,"Conservator, furniture",Medium,Middle,Intermediate,Earth Science,84.84941221223663,2.6523974363280685,Material_13,Medium,110.33720774250544
Ojasvi Dhar,5,Male,India,West Bengal,Secunderabad,"Teacher, secondary school",Medium,Elementary,Beginner,Math Basics,53.06913445788166,4.705741513960355,Material_13,Basic,106.56629435551912
Vrishti Ranganathan,8,Female,India,Manipur,Bardhaman,"Surveyor, hydrographic",Low,Elementary,Beginner,Reading Comprehension,72.39763588897245,4.605252963885207,Material_25,Basic,83.28640090216061
Mohammed Oza,7,Female,India,Manipur,Jorhat,"Scientist, physiological",Low,Elementary,Beginner,Reading Comprehension,81.26679425687118,4.8176437032646415,Material_7,Basic,78.4411645970132
Thomas Walla,8,Male,India,Odisha,Bardhaman,"Nurse, mental health",High,Elementary,Beginner,Math Basics,36.128008132045515,3.407322896618727,Material_24,Basic,96.84105240583963
Samuel Ram,16,Female,India,Assam,Thiruvananthapuram,"Engineer, control and instrumentation",High,High,Advanced,Calculus,65.11704586621642,0.6544125527430098,Material_31,Hard,114.06226697571104
Lucky Chaudhry,11,Female,India,Tripura,Purnia,Dealer,Low,Middle,Intermediate,Algebra,81.07195983210556,0.8203554711029126,Material_37,Medium,97.01786582237533
Forum Guha,8,Male,India,Mizoram,Muzaffarpur,Electronics engineer,Low,Elementary,Beginner,Intro to Science,81.4213702371106,2.9119315502050784,Material_40,Basic,96.88120228169021
Xalak Das,8,Female,India,Assam,Madurai,Museum/gallery conservator,High,Elementary,Beginner,Math Basics,79.56996665713875,1.4541919623046293,Material_46,Basic,84.53860499873278
Pranit Warrior,6,Female,India,Chhattisgarh,Rohtak,Visual merchandiser,High,Elementary,Beginner,Intro to Science,63.07386229385935,1.6282859775198422,Material_32,Basic,89.18139773973962
Varenya Sinha,6,Male,India,Arunachal Pradesh,Raurkela Industrial Township,Radio broadcast assistant,Medium,Elementary,Beginner,Math Basics,69.20184129387471,4.078222001026238,Material_7,Basic,113.82137138754297
Aadhya Goda,12,Female,India,Mizoram,Alwar,Government social research officer,Medium,Middle,Intermediate,Algebra,79.85124090857302,0.6929903732687017,Material_5,Medium,90.51143090231596
Yochana Madan,11,Male,India,Uttarakhand,Rampur,"Engineer, drilling",High,Middle,Intermediate,Algebra,60.20011357697642,3.079213057325134,Material_24,Medium,99.72654423769657
Forum Mahajan,9,Female,India,Chhattisgarh,Srikakulam,Dance movement psychotherapist,Medium,Elementary,Beginner,Reading Comprehension,76.02236623616176,4.795610195726517,Material_4,Basic,94.6345270213361
Quincy Singh,9,Male,India,Tripura,Satara,Special educational needs teacher,High,Elementary,Beginner,Intro to Science,76.24430820811023,4.926496257382773,Material_24,Basic,87.08958783747553
Wishi Narayanan,6,Female,India,Uttar Pradesh,Mysore,Lexicographer,Medium,Elementary,Beginner,Reading Comprehension,70.33215252146414,1.5118244945949533,Material_49,Basic,104.64356586354647
Patrick Peri,16,Female,India,Uttar Pradesh,Panvel,Occupational hygienist,Low,High,Advanced,Advanced Writing,100.0,3.066800587494151,Material_31,Hard,121.37857111386455
Odika Babu,8,Female,India,Sikkim,Rajpur Sonarpur,Television/film/video producer,Medium,Elementary,Beginner,Math Basics,60.89149816867746,4.183657038836925,Material_25,Basic,91.67868879859536
Farhan Nath,15,Male,India,Mizoram,New Delhi,Insurance risk surveyor,High,High,Advanced,Physics,93.50698828641043,3.247421796675599,Material_12,Hard,123.15615027848591
Odika Chopra,8,Male,India,Odisha,Tirunelveli,"Psychotherapist, child",Medium,Elementary,Beginner,Math Basics,98.26859744703403,2.4107555727070067,Material_43,Basic,121.36392011351327
Samaksh Bhargava,17,Female,India,Gujarat,Bhilwara,Airline pilot,Low,High,Advanced,Calculus,44.21751654733878,3.2942620870365205,Material_2,Hard,91.18158543520302
Baghyawati Dave,7,Female,India,Telangana,Sambhal,"Nurse, mental health",High,Elementary,Beginner,Math Basics,54.38693273675014,1.7499650148201569,Material_30,Basic,112.58979277696582
Simon Nadig,6,Female,India,Madhya Pradesh,Junagadh,Information officer,Medium,Elementary,Beginner,Math Basics,63.70008331336379,0.8029392836663773,Material_49,Basic,79.24306038795962
Wakeeta Savant,14,Male,India,Punjab,Burhanpur,"Engineer, manufacturing",High,Middle,Intermediate,Algebra,65.42728154516507,4.711756395460733,Material_9,Medium,106.5404648284335
Tara Prasad,9,Male,India,Kerala,Guntakal,Network engineer,Medium,Elementary,Beginner,Math Basics,68.92760535613697,2.9246126992372687,Material_49,Basic,79.30907753825485
Hemangini Bal,6,Male,India,Nagaland,Jorhat,"Programmer, multimedia",Medium,Elementary,Beginner,Reading Comprehension,75.71069780019053,1.8670026387941268,Material_36,Basic,112.17188063999238
Udarsh Prabhakar,11,Female,India,Sikkim,Ghaziabad,Location manager,Medium,Middle,Intermediate,English Literature,75.09036052580389,4.113175118455336,Material_50,Medium,94.44179350860294
Abhiram Sem,18,Female,India,Haryana,Khandwa,Hotel manager,Medium,High,Advanced,Physics,72.68194213028094,2.8701867748416676,Material_28,Hard,102.75359187272561
Nathan Narayan,7,Male,India,West Bengal,Sonipat,Psychotherapist,High,Elementary,Beginner,Reading Comprehension,76.47074302090766,1.8035217907407342,Material_23,Basic,94.42369856275839
Lila Sharma,12,Male,India,Manipur,Thoothukudi,Hydrographic surveyor,High,Middle,Intermediate,Algebra,80.11740837984159,4.387239676214467,Material_19,Medium,121.18812823392409
Qabil Dixit,9,Female,India,Assam,Buxar,Advertising copywriter,High,Elementary,Beginner,Math Basics,70.9503672279397,3.7079268170431714,Material_30,Basic,114.70352966527454
Rishi Thaker,6,Female,India,Odisha,Loni,"Engineer, agricultural",Low,Elementary,Beginner,Math Basics,65.634924792088,2.1901319817025957,Material_31,Basic,110.52553336906742
Shaurya Raghavan,6,Female,India,Himachal Pradesh,Agartala,"Designer, textile",Low,Elementary,Beginner,Math Basics,77.10236263259542,3.177349985591632,Material_11,Basic,117.69923246267042
Damini Sarin,11,Male,India,Manipur,Patiala,Publishing copy,Low,Middle,Intermediate,Earth Science,71.96804809054814,1.587330377187009,Material_3,Medium,104.66024175095626
Yuvraj Nigam,14,Male,India,Arunachal Pradesh,Buxar,Communications engineer,Medium,Middle,Intermediate,English Literature,52.32413107408171,1.6982698123938813,Material_12,Medium,105.88918778473251
Jason Kumar,9,Female,India,Haryana,Bhalswa Jahangir Pur,Trade union research officer,Medium,Elementary,Beginner,Math Basics,30.737125702268152,1.801321122618112,Material_27,Basic,66.25201273782487
Charita Sarin,7,Male,India,Telangana,Bhavnagar,Graphic designer,Low,Elementary,Beginner,Math Basics,48.87089725162931,3.9864352190315184,Material_13,Basic,118.5805538420733
Siya Bath,12,Female,India,Chhattisgarh,Purnia,Network engineer,Medium,Middle,Intermediate,English Literature,100.0,4.383582609894327,Material_9,Medium,122.07101234227106
Naveen Barman,17,Female,India,West Bengal,Moradabad,Chief Executive Officer,Medium,High,Advanced,Calculus,44.3218786586505,2.9010660836966733,Material_48,Hard,99.68114565165844
Dayita Rai,13,Male,India,Maharashtra,Saharanpur,"Radiographer, diagnostic",Medium,Middle,Intermediate,Algebra,46.73432294959051,4.985646915232485,Material_13,Medium,63.626997533488776
Omya Gopal,10,Female,India,Punjab,Noida,Armed forces logistics/support/administrative officer,High,Elementary,Beginner,Intro to Science,47.28832747783678,1.704643247706376,Material_30,Basic,90.39583854027032
Indrajit Chadha,13,Male,India,Meghalaya,Maheshtala,"Doctor, general practice",High,Middle,Intermediate,Earth Science,77.1828048495422,2.938191530117495,Material_2,Medium,134.06654275512892
Rayaan Varughese,10,Female,India,Karnataka,Hindupur,Analytical chemist,Low,Elementary,Beginner,Reading Comprehension,73.60846191865664,3.810484987768839,Material_12,Basic,95.53499735199492
Baljiwan Banik,5,Male,India,Bihar,Coimbatore,Dentist,Low,Elementary,Beginner,Reading Comprehension,55.205924624067634,2.169862826501957,Material_4,Basic,86.0618430210686
Yashvi Dyal,14,Female,India,West Bengal,Noida,Financial controller,Medium,Middle,Intermediate,Earth Science,51.738776971138755,4.6257686850694615,Material_2,Medium,120.26461286134484
Rachit Suri,13,Female,India,Chhattisgarh,Ahmednagar,Research scientist (maths),Low,Middle,Intermediate,Algebra,62.47234941926169,4.531772751999749,Material_4,Medium,85.32046541789512
Ojas Krishna,18,Female,India,Mizoram,Raebareli,Soil scientist,Medium,High,Advanced,Physics,63.886848684450776,4.532086310455222,Material_13,Hard,82.83125378086223
Tanvi Hayre,9,Female,India,Uttarakhand,Chandigarh,Commissioning editor,Medium,Elementary,Beginner,Math Basics,95.05412446518581,2.7947612870730008,Material_46,Basic,116.56501474397457
Yamini Chanda,12,Female,India,Assam,Durgapur,Technical sales engineer,High,Middle,Intermediate,Earth Science,74.81341043457849,4.356377423614985,Material_29,Medium,110.93959305952673
Dipta Kulkarni,13,Female,India,Maharashtra,Shimla,"Investment banker, corporate",High,Middle,Intermediate,Algebra,42.981552724618666,2.154002026325363,Material_36,Medium,89.83412739868206
Pallavi Chawla,12,Male,India,Uttar Pradesh,Muzaffarnagar,Advertising account executive,Low,Middle,Intermediate,Earth Science,77.68882316364288,3.96181099333433,Material_8,Medium,125.39021063884387
Nikita Bhandari,13,Female,India,Maharashtra,Kolhapur,"Education officer, community",Low,Middle,Intermediate,Earth Science,85.4287037777937,3.8764895981962346,Material_9,Medium,101.8430081111666
Hamsini Wagle,11,Female,India,Chhattisgarh,Eluru,Sports coach,High,Middle,Intermediate,Algebra,28.77560659046064,3.7010727792858242,Material_20,Medium,114.48933936357318
William Ratta,8,Female,India,Madhya Pradesh,Moradabad,Quality manager,Medium,Elementary,Beginner,Math Basics,68.94396073365598,4.156079180315336,Material_47,Basic,74.71350998874719
William Wali,11,Female,India,Jharkhand,Satara,Pathologist,High,Middle,Intermediate,English Literature,76.90472290220512,3.7715348377148694,Material_28,Medium,94.22177302538252
Chanchal Brahmbhatt,6,Female,India,Kerala,Junagadh,Medical illustrator,Medium,Elementary,Beginner,Math Basics,85.1302862618527,1.4336871106566356,Material_23,Basic,123.95471531175025
Ladli Bajwa,10,Male,India,Uttar Pradesh,Uluberia,"Surveyor, building control",Medium,Elementary,Beginner,Reading Comprehension,88.33205839375152,4.999369455798202,Material_40,Basic,109.10680837795368
Pahal Rattan,16,Female,India,Punjab,South Dumdum,"Accountant, chartered",High,High,Advanced,Physics,53.477387568742635,4.273572612459473,Material_48,Hard,77.33125196914635
Yochana Solanki,18,Male,India,Punjab,Hapur,TEFL teacher,Low,High,Advanced,Physics,99.13603289511767,2.124472131284773,Material_17,Hard,102.71039662400048
Falak Patla,9,Male,India,Manipur,Bokaro,"Lighting technician, broadcasting/film/video",High,Elementary,Beginner,Math Basics,88.91324712685736,4.320365321653872,Material_29,Basic,121.30178716461764
Balendra Ramesh,5,Female,India,Mizoram,Gandhidham,Clinical psychologist,Medium,Elementary,Beginner,Intro to Science,79.5080068723542,0.824218919097053,Material_5,Basic,103.58740757493445
Warhi Dara,11,Female,India,Jharkhand,Saharanpur,"Engineer, biomedical",Medium,Middle,Intermediate,Earth Science,49.34938054086956,1.432729017329384,Material_7,Medium,53.12915352078367
Pavani Dora,7,Male,India,Karnataka,Dibrugarh,Occupational psychologist,Low,Elementary,Beginner,Reading Comprehension,66.48692603340432,4.567499181676841,Material_50,Basic,102.63415125734497
Vedhika Seth,17,Male,India,Kerala,Coimbatore,Market researcher,Medium,High,Advanced,Calculus,56.02199433239855,0.6077333278204525,Material_7,Hard,84.3403433076976
Arunima Amble,6,Female,India,Nagaland,Nagpur,Software engineer,High,Elementary,Beginner,Intro to Science,73.46303406295593,0.8150299144982363,Material_4,Basic,92.3454176585673
Rajata Mand,5,Female,India,Sikkim,Mira-Bhayandar,Broadcast presenter,Low,Elementary,Beginner,Reading Comprehension,65.92004563634019,2.7847911312275966,Material_38,Basic,94.64257239071658
Nidra Iyengar,15,Male,India,Andhra Pradesh,Kottayam,"Scientist, water quality",High,High,Advanced,Calculus,74.44726466541042,4.171007922982291,Material_33,Hard,113.29639752409607
Kiaan Lala,5,Male,India,Chhattisgarh,Durg,Financial risk analyst,Low,Elementary,Beginner,Intro to Science,71.20303873135056,4.818658884894489,Material_6,Basic,111.409480539731
Ladli Purohit,7,Male,India,Kerala,Giridih,Community arts worker,Medium,Elementary,Beginner,Reading Comprehension,85.34744081547625,1.6704406233413236,Material_40,Basic,101.74554787470166
Lekha Raghavan,6,Male,India,Maharashtra,Karimnagar,Commercial/residential surveyor,Medium,Elementary,Beginner,Reading Comprehension,80.22514056615927,0.8765578056074602,Material_36,Basic,97.23654471620958
Vedhika Sant,9,Female,India,Bihar,Proddatur,Energy manager,Medium,Elementary,Beginner,Math Basics,100.0,1.6313376767735763,Material_13,Basic,115.25376310055888
Ridhi Kurian,16,Male,India,Manipur,Bilaspur,"Journalist, broadcasting",Low,High,Advanced,Calculus,42.78704903989734,1.8377090086086656,Material_23,Hard,85.34348461683444
Baghyawati Mahal,12,Female,India,Tamil Nadu,Ozhukarai,Animator,Medium,Middle,Intermediate,English Literature,95.90868569189007,3.23937513793394,Material_21,Medium,108.43949555327137
Gunbir Sharaf,17,Female,India,Punjab,Kishanganj,Public relations officer,Low,High,Advanced,Advanced Writing,67.10935983140521,3.675528354082954,Material_35,Hard,93.80357561169085
Lavanya Memon,16,Male,India,Gujarat,Saharanpur,Amenity horticulturist,High,High,Advanced,Physics,36.31716991328015,4.515574935245358,Material_32,Hard,87.29574946135129
Daniel Balay,8,Female,India,Meghalaya,Bijapur,"Scientist, research (physical sciences)",Low,Elementary,Beginner,Math Basics,52.212897889471606,4.427380276726241,Material_9,Basic,75.84357379289425
Urvashi Gokhale,14,Male,India,Madhya Pradesh,South Dumdum,Educational psychologist,Medium,Middle,Intermediate,English Literature,68.26987539949208,4.736210585763637,Material_35,Medium,133.65246727804202
Caleb Verma,9,Female,India,Arunachal Pradesh,Kulti,"Engineer, broadcasting (operations)",Medium,Elementary,Beginner,Reading Comprehension,95.49134697752243,2.709033230206467,Material_44,Basic,102.63733313870421
Divya Barman,12,Female,India,Gujarat,Berhampur,Sub,Low,Middle,Intermediate,English Literature,64.91998475958833,3.987543684120627,Material_44,Medium,135.8590365263843
Brijesh Padmanabhan,7,Female,India,Tamil Nadu,Aurangabad,Legal secretary,High,Elementary,Beginner,Intro to Science,76.44684685005569,1.3041372932033615,Material_44,Basic,74.65158063915665
Udant Rattan,16,Male,India,Bihar,Barasat,Public relations account executive,Low,High,Advanced,Calculus,72.25611741152191,4.474962264387016,Material_14,Hard,81.92153821713579
Frado Sharma,13,Female,India,Kerala,Karnal,Automotive engineer,Medium,Middle,Intermediate,English Literature,85.92421447708858,3.972875531491542,Material_48,Medium,92.37282148489575
Yatin Gara,7,Male,India,Gujarat,Aurangabad,Higher education careers adviser,High,Elementary,Beginner,Math Basics,61.831053538133325,3.8613837542729477,Material_6,Basic,88.18002406837155
Baljiwan Nagar,6,Male,India,Sikkim,Shimla,Geophysical data processor,High,Elementary,Beginner,Reading Comprehension,94.97039575681816,2.644861489788096,Material_43,Basic,107.53357282777729
Aashi Salvi,9,Female,India,Himachal Pradesh,Phagwara,Purchasing manager,Low,Elementary,Beginner,Intro to Science,54.329844818256504,0.570171335707613,Material_12,Basic,78.16993683931163
Quincy Ganesh,5,Male,India,Maharashtra,Panvel,Astronomer,Medium,Elementary,Beginner,Intro to Science,81.15340756340221,0.5071677890504331,Material_26,Basic,82.42658037449277
Hemang Sachar,9,Female,India,Gujarat,Vellore,Herbalist,Low,Elementary,Beginner,Intro to Science,60.53553711604819,2.2841122763475874,Material_9,Basic,113.59308147697789
Ronith Hegde,18,Female,India,Mizoram,Panvel,Community education officer,High,High,Advanced,Physics,58.400190394230385,2.8033295484805634,Material_50,Hard,111.43470874019867
Chaman Pandya,10,Male,India,Madhya Pradesh,Bharatpur,Chief Strategy Officer,Medium,Elementary,Beginner,Reading Comprehension,59.586137927852704,4.188696622922841,Material_45,Basic,59.352318403586764
Eta Bahl,7,Male,India,Andhra Pradesh,Mango,Recycling officer,Low,Elementary,Beginner,Math Basics,56.88115875164259,2.5642673241225507,Material_43,Basic,85.64775675531236
Michael Karnik,8,Female,India,Nagaland,Bhiwandi,Pathologist,High,Elementary,Beginner,Math Basics,74.48152475444833,2.6232361692284947,Material_42,Basic,123.37785592352395
Bachittar Sandal,15,Female,India,Rajasthan,Jodhpur,Automotive engineer,Low,High,Advanced,Calculus,53.5500868878594,4.313118200021433,Material_45,Hard,101.33004675797213
Parth Palla,14,Male,India,Karnataka,Visakhapatnam,Planning and development surveyor,Medium,Middle,Intermediate,Algebra,79.94741411858496,1.552103218801776,Material_38,Medium,108.30865276719635
Pooja Bahl,11,Male,India,Tripura,Bhalswa Jahangir Pur,Radio broadcast assistant,Medium,Middle,Intermediate,Earth Science,84.3375987962875,4.065063559581842,Material_40,Medium,125.48351193071616
Pooja Barad,5,Male,India,Tamil Nadu,Nagpur,"Designer, textile",Medium,Elementary,Beginner,Intro to Science,74.60047007117362,2.869318639507659,Material_6,Basic,109.70780762800587
Hredhaan Narasimhan,9,Male,India,Himachal Pradesh,New Delhi,Public relations officer,High,Elementary,Beginner,Reading Comprehension,77.99362765122646,0.516575907535427,Material_31,Basic,89.11199649760461
Kalpit Bajwa,17,Male,India,Kerala,Farrukhabad,"Engineer, energy",Medium,High,Advanced,Calculus,90.3025531551805,4.622692716937659,Material_42,Hard,101.92250403746374
Logan Goyal,13,Male,India,Himachal Pradesh,Satara,"Scientist, clinical (histocompatibility and immunogenetics)",Low,Middle,Intermediate,Algebra,59.250032598021676,1.067031784797356,Material_14,Medium,90.44629464869429
Jagdish Chaudry,9,Female,India,Tripura,Bidar,Plant breeder/geneticist,Medium,Elementary,Beginner,Reading Comprehension,69.33124382225232,4.446428749177887,Material_16,Basic,86.0443114704847
Ekani Talwar,18,Male,India,Goa,Varanasi,Emergency planning/management officer,High,High,Advanced,Advanced Writing,61.96825164420493,1.9441929678319134,Material_33,Hard,82.02886275768954
Krishna Sethi,15,Male,India,Tamil Nadu,Giridih,Corporate treasurer,High,High,Advanced,Calculus,42.85135246030753,1.4830165663339236,Material_22,Hard,105.64989073143595
Siya Baria,8,Female,India,Himachal Pradesh,Eluru,Advertising art director,High,Elementary,Beginner,Reading Comprehension,74.64120391327474,4.142326366385033,Material_8,Basic,81.4080351564863
Pavani Acharya,18,Male,India,Chhattisgarh,Malegaon,"Journalist, broadcasting",High,High,Advanced,Calculus,45.475152984745606,4.281754854060177,Material_18,Hard,82.19041241832323
Jeevika Gokhale,11,Male,India,Odisha,Kumbakonam,Charity fundraiser,High,Middle,Intermediate,Algebra,56.59754094144209,4.317708284253618,Material_38,Medium,103.72228808393172
Triveni Kala,18,Male,India,Maharashtra,Morbi,Chief Technology Officer,Medium,High,Advanced,Advanced Writing,82.5864930414647,2.859230834442814,Material_42,Hard,103.15887579258163
Charita Mand,16,Male,India,Arunachal Pradesh,Ranchi,"Administrator, arts",High,High,Advanced,Calculus,99.73025894774301,2.1569646828244826,Material_29,Hard,117.97035339861449
Mekhala Shah,7,Male,India,Manipur,Mathura,"Conservation officer, nature",Medium,Elementary,Beginner,Math Basics,75.71342845125169,4.00340560300495,Material_42,Basic,94.73534213369348
Darpan Garg,5,Female,India,Manipur,Bidhannagar,Insurance broker,Low,Elementary,Beginner,Reading Comprehension,62.85249741030795,2.791679319297138,Material_23,Basic,97.57376314189041
Abeer Ganesh,16,Male,India,West Bengal,Nadiad,Chief Operating Officer,High,High,Advanced,Advanced Writing,71.4518004949054,2.8185883618018415,Material_15,Hard,133.5439726768124
Jhalak Rama,18,Female,India,Karnataka,Alappuzha,Osteopath,High,High,Advanced,Advanced Writing,92.28859197249255,3.297861019329477,Material_45,Hard,95.22466181908736
Dipta Iyengar,7,Male,India,Andhra Pradesh,Sikar,Forensic psychologist,High,Elementary,Beginner,Math Basics,94.05120438376875,4.378414630002423,Material_24,Basic,87.13414138947797
Wyatt Sodhi,13,Male,India,West Bengal,Patiala,"Engineer, maintenance (IT)",Low,Middle,Intermediate,Earth Science,94.49009710327617,4.902005103815302,Material_27,Medium,126.18364452835411
Isaac Basak,12,Male,India,Sikkim,Bidar,"Psychologist, forensic",Low,Middle,Intermediate,Algebra,67.78437302084697,2.497893489773511,Material_13,Medium,85.81436117773823
Baljiwan Pillay,5,Female,India,Uttarakhand,Gaya,"Engineer, aeronautical",High,Elementary,Beginner,Reading Comprehension,63.692138377745934,1.870673041696947,Material_20,Basic,84.31432788023022
Kai Nath,13,Female,India,Telangana,Firozabad,"Designer, furniture",High,Middle,Intermediate,Earth Science,88.45749086700785,4.344835120408105,Material_39,Medium,111.1547432809506
Mugdha Tailor,8,Female,India,Manipur,Tiruchirappalli,Optometrist,Low,Elementary,Beginner,Reading Comprehension,89.80514756579376,0.7383179261682602,Material_14,Basic,124.6580026759441
