Name,Age,Gender,Country,State,City,Parent Occupation,Earning Class,Level of Student,Level of Course,Course Name,Assessment Score,Time Spent per Day,Material Name,Material Level,IQ of Student,Original IQ,Original Assessment Score
Nirja Dara,14,Female,India,Uttar Pradesh,Agartala,Television camera operator,Medium,Middle,Intermediate,Algebra,-0.09403413743645873,-0.8881773614327456,Material_17,Medium,0.7378691230609842,112.24025288601324,68.90256129586317
Wriddhish Roy,11,Female,India,Uttar Pradesh,Miryalaguda,"Editor, film/video",Low,Middle,Intermediate,Algebra,1.149708746582357,0.5218723365396836,Material_19,Medium,0.642891856115209,110.67128509986696,89.05594412063351
Udarsh Rana,15,Female,India,Rajasthan,Gudivada,"Engineer, aeronautical",Medium,High,Advanced,Calculus,1.057342379804957,0.5926234661531491,Material_7,Hard,0.8186491583714696,113.5746908756668,87.55925636167872
Ishaan Salvi,12,Male,India,Tamil Nadu,Kalyan-Dombivli,Fitness centre manager,High,Middle,Intermediate,Algebra,-0.7065635963594571,0.15241241873182407,Material_34,Medium,1.2825047326768055,121.23730822519484,58.97724567336359
Hritik Balay,17,Male,India,Haryana,Maheshtala,Forensic scientist,Low,High,Advanced,Advanced Writing,0.09561759057569653,1.0585128421240617,Material_11,Hard,-2.1032211115506314,65.3071372154462,71.97564330269888
Gauri Naik,14,Female,India,Telangana,Shivpuri,Economist,Low,Middle,Intermediate,Algebra,-0.6246313381427476,0.8770531007827821,Material_38,Medium,-0.521792638847601,91.4313920982714,60.30486104045927
Raagini Anand,8,Male,India,Maharashtra,Morena,Company secretary,High,Elementary,Beginner,Intro to Science,0.40023134489780743,-0.9054660108906514,Material_47,Basic,-0.5976140556046702,90.17886752878962,76.91154901394006
Vidhi Kant,6,Male,India,Madhya Pradesh,Salem,Advertising copywriter,Medium,Elementary,Beginner,Math Basics,-2.3831268168549387,-0.6218146189566215,Material_3,Basic,0.2129014947971288,103.5681008647738,31.810521065945345
Liam Dey,6,Female,India,Kerala,Bikaner,"Designer, furniture",High,Elementary,Beginner,Reading Comprehension,0.1435532336550912,1.1690595050820503,Material_25,Basic,1.027390180804011,117.02296803056616,72.75238371934273
Ucchal Naidu,13,Female,India,Sikkim,Kota,Immunologist,Low,Middle,Intermediate,Earth Science,-1.3692795107251776,-0.11843592935311349,Material_15,Medium,-0.14083010334377888,97.72466590109998,48.23871788124958
Matthew Biswas,11,Female,India,Madhya Pradesh,New Delhi,Probation officer,Low,Middle,Intermediate,Algebra,0.4133039917846066,1.0151283612313913,Material_40,Medium,-1.179141237832577,80.57238541970861,77.1233757995466
Chasmum Kamdar,5,Male,India,Manipur,Bharatpur,Sub,Medium,Elementary,Beginner,Reading Comprehension,0.14177088979159255,0.5022076454808019,Material_44,Basic,1.4616304187860512,124.1963576926554,72.72350294449126
Yashoda Manda,6,Male,India,Telangana,Sirsa,"Therapist, horticultural",Medium,Elementary,Beginner,Math Basics,-0.5188089011841104,0.4987051922981081,Material_46,Basic,0.3496396123544527,105.82693298834089,62.01958850614444
Xiti Loke,5,Male,India,Jharkhand,Baranagar,Immigration officer,Low,Elementary,Beginner,Math Basics,0.9548577156173188,0.5258569799107464,Material_9,Basic,-0.3077196432802434,94.96775026828251,85.89861355714046
Widisha Wason,5,Female,India,Tamil Nadu,Ramagundam,"Scientist, research (medical)",High,Elementary,Beginner,Reading Comprehension,0.8957957212852051,1.6289284984697259,Material_32,Basic,-0.33164322657558387,94.57254694514408,84.94158377432605
Abhimanyu Narayanan,16,Male,India,Chhattisgarh,New Delhi,"Radiographer, therapeutic",High,High,Advanced,Calculus,1.3948693803889713,-1.577087999382736,Material_24,Hard,1.136440745952957,118.8244183068457,93.02848231172904
Kavya Dugal,10,Female,India,Mizoram,Mau,Health and safety adviser,High,Elementary,Beginner,Reading Comprehension,-0.2992264653595211,-1.0477807958961889,Material_35,Basic,0.548637012283458,109.114251312564,65.57766224279109
Yachana Das,12,Female,India,Uttar Pradesh,Guna,"Production assistant, radio",Low,Middle,Intermediate,English Literature,0.15828068204765294,-0.7016383446612486,Material_28,Medium,-0.44958131674866675,92.62428005779697,72.99102460670065
Devika Dhawan,7,Female,India,Odisha,Satara,Press sub,Low,Elementary,Beginner,Intro to Science,-0.2477845320627673,-0.1547278905574587,Material_1,Basic,-0.7562868487541193,87.55768765075133,66.41121794654384
Pushti Rout,11,Female,India,Goa,Bhiwani,Pension scheme manager,High,Middle,Intermediate,English Literature,-0.41121446239828335,0.7876453513832848,Material_33,Medium,0.7971268750633274,113.2191555956922,63.76302916621119
Janya Uppal,10,Female,India,Haryana,Udupi,Insurance account manager,Medium,Elementary,Beginner,Intro to Science,-1.1445748037983625,1.5524130648069518,Material_35,Basic,1.1575138478876936,119.17253337851496,51.87979196449669
Nikita Mane,5,Female,India,Andhra Pradesh,Tadipatri,"Therapist, occupational",Low,Elementary,Beginner,Intro to Science,-0.9786824764387523,1.565667604102858,Material_48,Basic,-0.19774888006716612,96.78440166758784,54.5678809770484
Aarini Kashyap,13,Male,India,Rajasthan,Serampore,Charity fundraiser,Medium,Middle,Intermediate,Algebra,-0.449625436481448,3.8135387141869073,Material_50,Medium,1.5142556588200977,125.06569526159991,63.14062474861242
Ronith Dhawan,10,Male,India,Tamil Nadu,Orai,Statistician,High,Elementary,Beginner,Reading Comprehension,-0.08242690589892533,0.3233177307896087,Material_10,Basic,0.442805366857395,107.36597566968676,69.09064275845276
Alka Nayar,18,Male,India,Uttar Pradesh,Pune,Intelligence analyst,High,High,Advanced,Calculus,1.8251085908971518,0.41453307936007805,Material_7,Hard,1.4354855813980076,123.76446057711414,100.0
Sneha Mutti,13,Male,India,Goa,Bhalswa Jahangir Pur,Dietitian,High,Middle,Intermediate,Earth Science,-0.17794221835242718,0.9436741468191783,Material_38,Medium,0.8936010275406964,114.81285103777282,67.54293005815332
Farhan Krishna,13,Female,India,Goa,Dehradun,"Surveyor, rural practice",Low,Middle,Intermediate,Algebra,1.8251085908971518,-0.4233714252921852,Material_3,Medium,0.004415742611558239,100.1240406220592,100.0
Aarna Thakur,10,Female,India,Nagaland,Medininagar,Trade union research officer,Medium,Elementary,Beginner,Reading Comprehension,-1.1487523227227352,1.440367432781664,Material_3,Basic,-1.4692430824504177,75.78007602248341,51.8121002098564
Chameli Yogi,6,Male,India,Rajasthan,Bhopal,Freight forwarder,Low,Elementary,Beginner,Intro to Science,0.7530876972991938,-1.3709700446596018,Material_8,Basic,0.8973976337851093,114.87556870786082,82.6291689846523
Lucky Kalla,14,Male,India,Himachal Pradesh,Barasat,Public relations account executive,Low,Middle,Intermediate,Earth Science,0.8967737169473439,-1.5631024545449554,Material_10,Medium,0.1264707099434497,102.1403158639253,84.95743103764173
Teerth Gupta,5,Female,India,Haryana,Kota,Probation officer,Low,Elementary,Beginner,Intro to Science,0.39849680244439667,-0.3115728044967817,Material_35,Basic,-0.4691928961055406,92.30030846716409,76.88344280441832
Chatresh Dara,15,Female,India,West Bengal,Kurnool,Recycling officer,High,High,Advanced,Calculus,0.13430612577456955,-0.2487544842126567,Material_3,Hard,0.7456835100382564,112.36934189678485,72.6025452699874
Damyanti Gara,18,Female,India,Haryana,Udaipur,Insurance broker,High,High,Advanced,Advanced Writing,0.9908703286563717,-1.1641401092208858,Material_28,Hard,0.6205586588340586,110.30235400485262,86.48215536985919
Reva Sarna,6,Female,India,Andhra Pradesh,Kharagpur,Ship broker,Low,Elementary,Beginner,Math Basics,-1.1484189143121781,-0.11024716960584707,Material_25,Basic,-1.3004940345472693,78.56770961752099,51.81750269892492
Rajata Kala,12,Male,India,Assam,Visakhapatnam,Theatre director,Low,Middle,Intermediate,English Literature,-1.3205721198665916,0.6290427882998052,Material_5,Medium,1.1439675360133952,118.94875638813262,49.02796355813496
Yauvani Arya,14,Female,India,Nagaland,Sri Ganganagar,"Conservator, furniture",Medium,Middle,Intermediate,Earth Science,0.890107459148056,-0.046555735639133074,Material_13,Medium,0.622668525444667,110.33720774250544,84.84941221223663
Ojasvi Dhar,5,Male,India,West Bengal,Secunderabad,"Teacher, secondary school",Medium,Elementary,Beginner,Math Basics,-1.0711758972390808,1.427080899515361,Material_13,Basic,0.39439675941631946,106.56629435551912,53.06913445788166
Vrishti Ranganathan,8,Female,India,Manipur,Bardhaman,"Surveyor, hydrographic",Low,Elementary,Beginner,Reading Comprehension,0.12166037857064041,1.3549626362308902,Material_25,Basic,-1.0148486530849012,83.28640090216061,72.39763588897245
Mohammed Oza,7,Female,India,Manipur,Jorhat,"Scientist, physiological",Low,Elementary,Beginner,Reading Comprehension,0.66901030504313,1.5073904625881707,Material_7,Basic,-1.3081544213949483,78.4411645970132,81.26679425687118
Thomas Walla,8,Male,India,Odisha,Bardhaman,"Nurse, mental health",High,Elementary,Beginner,Math Basics,-2.1166780592446113,0.49523646919094705,Material_24,Basic,-0.19431953477587036,96.84105240583963,36.12800813204552
Samuel Ram,16,Female,India,Assam,Thiruvananthapuram,"Engineer, control and instrumentation",High,High,Advanced,Calculus,-0.3276528762310078,-1.4804623823668017,Material_31,Hard,0.8481645160602501,114.06226697571104,65.11704586621642
Lucky Chaudhry,11,Female,India,Tripura,Purnia,Dealer,Low,Middle,Intermediate,Algebra,0.656986322197615,-1.361369062107694,Material_37,Medium,-0.1836161569180294,97.01786582237531,81.07195983210556
Forum Guha,8,Male,India,Mizoram,Muzaffarpur,Electronics engineer,Low,Elementary,Beginner,Intro to Science,0.6785497842032593,0.13970577914923799,Material_40,Basic,-0.1918890671077835,96.8812022816902,81.4213702371106
Xalak Das,8,Female,India,Assam,Madurai,Museum/gallery conservator,High,Elementary,Beginner,Math Basics,0.5642925377618951,-0.9064795556155931,Material_46,Basic,-0.9390466361149745,84.53860499873278,79.56996665713875
Pranit Warrior,6,Female,India,Chhattisgarh,Rohtak,Visual merchandiser,High,Elementary,Beginner,Intro to Science,-0.45374560473015996,-0.781536385312586,Material_32,Basic,-0.6579957634137531,89.18139773973962,63.07386229385935
Varenya Sinha,6,Male,India,Arunachal Pradesh,Raurkela Industrial Township,Radio broadcast assistant,Medium,Elementary,Beginner,Math Basics,-0.07556441594640102,0.9767249393976914,Material_7,Basic,0.833581932029193,113.82137138754295,69.20184129387471
Aadhya Goda,12,Female,India,Mizoram,Alwar,Government social research officer,Medium,Middle,Intermediate,Algebra,0.581651055273363,-1.4527759900809905,Material_5,Medium,-0.5774823737545407,90.51143090231596,79.85124090857302
Yochana Madan,11,Male,India,Uttarakhand,Rampur,"Engineer, drilling",High,Middle,Intermediate,Algebra,-0.6310957075966783,0.25975977300312,Material_24,Medium,-0.01964665085562742,99.72654423769656,60.20011357697642
Forum Mahajan,9,Female,India,Chhattisgarh,Srikakulam,Dance movement psychotherapist,Medium,Elementary,Beginner,Reading Comprehension,0.3453564505900103,1.4915775336870514,Material_4,Basic,-0.3278912704845876,94.6345270213361,76.02236623616176
Quincy Singh,9,Male,India,Tripura,Satara,Special educational needs teacher,High,Elementary,Beginner,Intro to Science,0.359053344589202,1.5855113743856633,Material_24,Basic,-0.7846232118810919,87.08958783747553,76.24430820811023
Wishi Narayanan,6,Female,India,Uttar Pradesh,Mysore,Lexicographer,Medium,Elementary,Beginner,Reading Comprehension,-0.005808556185078484,-0.8651180459276122,Material_49,Basic,0.2780046327845319,104.64356586354648,70.33215252146414
Patrick Peri,16,Female,India,Uttar Pradesh,Panvel,Occupational hygienist,Low,High,Advanced,Advanced Writing,1.8251085908971518,0.25085163604013283,Material_31,Hard,1.2910560638164148,121.37857111386457,100.0
Odika Babu,8,Female,India,Sikkim,Rajpur Sonarpur,Television/film/video producer,Medium,Elementary,Beginner,Math Basics,-0.58842770126121,1.0523931803122333,Material_25,Basic,-0.5068225642999467,91.67868879859536,60.89149816867746
Farhan Nath,15,Male,India,Mizoram,New Delhi,Insurance risk surveyor,High,High,Advanced,Physics,1.4243998272695317,0.38047921956846487,Material_12,Hard,1.3986615942334368,123.15615027848592,93.50698828641043
Odika Chopra,8,Male,India,Odisha,Tirunelveli,"Psychotherapist, child",Medium,Elementary,Beginner,Math Basics,1.7182570700707487,-0.21997640424408169,Material_43,Basic,1.2901691673589641,121.36392011351327,98.26859744703404
Samaksh Bhargava,17,Female,India,Gujarat,Bhilwara,Airline pilot,Low,High,Advanced,Calculus,-1.6174433345231067,0.41409539166014925,Material_2,Hard,-0.5369146536732561,91.18158543520302,44.21751654733878
Baghyawati Dave,7,Female,India,Telangana,Sambhal,"Nurse, mental health",High,Elementary,Beginner,Math Basics,-0.9898494893518436,-0.6942102089306728,Material_30,Basic,0.7590284762512387,112.58979277696582,54.38693273675014
Simon Nadig,6,Female,India,Madhya Pradesh,Junagadh,Information officer,Medium,Elementary,Beginner,Math Basics,-0.4150990934420218,-1.3738682492292162,Material_49,Basic,-1.2596117608815152,79.24306038795962,63.70008331336379
Wakeeta Savant,14,Male,India,Punjab,Burhanpur,"Engineer, manufacturing",High,Middle,Intermediate,Algebra,-0.30850703746954244,1.4313976381621498,Material_9,Medium,0.39283317225362846,106.5404648284335,65.42728154516507
Tara Prasad,9,Male,India,Kerala,Guntakal,Network engineer,Medium,Elementary,Beginner,Math Basics,-0.09248857200839608,0.1488067408405869,Material_49,Basic,-1.25561542101912,79.30907753825485,68.92760535613697
Hemangini Bal,6,Male,India,Nagaland,Jorhat,"Programmer, multimedia",Medium,Elementary,Beginner,Reading Comprehension,0.32612219087376804,-0.6102150654677446,Material_36,Basic,0.7337302177760291,112.17188063999238,75.71069780019053
Udarsh Prabhakar,11,Female,India,Sikkim,Ghaziabad,Location manager,Medium,Middle,Intermediate,English Literature,0.2878387881607644,1.0018099677265873,Material_50,Medium,-0.33955836935678035,94.44179350860294,75.09036052580389
Abhiram Sem,18,Female,India,Haryana,Khandwa,Hotel manager,Medium,High,Advanced,Physics,0.13920601185633233,0.10974653804009511,Material_28,Hard,0.1635952957466633,102.7535918727256,72.68194213028094
Nathan Narayan,7,Male,India,West Bengal,Sonipat,Psychotherapist,High,Elementary,Beginner,Reading Comprehension,0.37302750910339955,-0.6557737734997783,Material_23,Basic,-0.340653744620072,94.4236985627584,76.47074302090766
Lila Sharma,12,Male,India,Manipur,Thoothukudi,Hydrographic surveyor,High,Middle,Intermediate,Algebra,0.5980772751901845,1.198499639521377,Material_19,Medium,1.2795276281112702,121.18812823392408,80.11740837984159
Qabil Dixit,9,Female,India,Assam,Buxar,Advertising copywriter,High,Elementary,Beginner,Math Basics,0.03234385468609816,0.7109728158822086,Material_30,Basic,0.8869832720518155,114.70352966527454,70.9503672279397
Rishi Thaker,6,Female,India,Odisha,Loni,"Engineer, agricultural",Low,Elementary,Beginner,Math Basics,-0.2956925728697069,-0.37831275411601156,Material_31,Basic,0.6340687934837201,110.52553336906742,65.634924792088
Shaurya Raghavan,6,Female,India,Himachal Pradesh,Agartala,"Designer, textile",Low,Elementary,Beginner,Math Basics,0.41200718831029826,0.3301903327570405,Material_11,Basic,1.068327762863399,117.69923246267042,77.10236263259542
Damini Sarin,11,Male,India,Manipur,Patiala,Publishing copy,Low,Middle,Intermediate,Earth Science,0.09514886077746662,-0.8109292541077673,Material_3,Medium,0.27901410552454664,104.66024175095626,71.96804809054814
Yuvraj Nigam,14,Male,India,Arunachal Pradesh,Buxar,Communications engineer,Medium,Middle,Intermediate,English Literature,-1.11715292577209,-0.7313106369529117,Material_12,Medium,0.3534081985980655,105.88918778473251,52.32413107408171
Jason Kumar,9,Female,India,Haryana,Bhalswa Jahangir Pur,Trade union research officer,Medium,Elementary,Beginner,Math Basics,-2.449370179416951,-0.6573531411287303,Material_27,Basic,-2.046023191037609,66.25201273782487,30.737125702268152
Charita Sarin,7,Male,India,Telangana,Bhavnagar,Graphic designer,Low,Elementary,Beginner,Math Basics,-1.3302652866532323,0.9108517299128366,Material_13,Basic,1.1216784413513012,118.5805538420733,48.87089725162931
Siya Bath,12,Female,India,Chhattisgarh,Purnia,Network engineer,Medium,Middle,Intermediate,English Literature,1.8251085908971518,1.1958750492419132,Material_9,Medium,1.3329729061986029,122.07101234227106,100.0
Naveen Barman,17,Female,India,West Bengal,Moradabad,Chief Executive Officer,Medium,High,Advanced,Calculus,-1.6110027466360157,0.13190788999892414,Material_48,Hard,-0.022394848532581568,99.68114565165844,44.3218786586505
Dayita Rai,13,Male,India,Maharashtra,Saharanpur,"Radiographer, diagnostic",Medium,Middle,Intermediate,Algebra,-1.4621215168178325,1.6279624069964942,Material_13,Medium,-2.2049281551805144,63.626997533488776,46.73432294959051
Omya Gopal,10,Female,India,Punjab,Noida,Armed forces logistics/support/administrative officer,High,Elementary,Beginner,Intro to Science,-1.4279317633798339,-0.726736572688383,Material_30,Basic,-0.5844797428043336,90.39583854027032,47.28832747783678
Indrajit Chadha,13,Male,India,Meghalaya,Maheshtala,"Doctor, general practice",High,Middle,Intermediate,Earth Science,0.41697158737779794,0.1585519476306454,Material_2,Medium,2.0591208260208065,134.06654275512892,77.1828048495422
Rayaan Varughese,10,Female,India,Karnataka,Hindupur,Analytical chemist,Low,Elementary,Beginner,Reading Comprehension,0.19638511690853971,0.7845763971144611,Material_12,Basic,-0.2733814126488196,95.53499735199492,73.60846191865664
Baljiwan Banik,5,Male,India,Bihar,Coimbatore,Dentist,Low,Elementary,Beginner,Reading Comprehension,-0.9393063452664594,-0.3928594489406494,Material_4,Basic,-0.8468376146508106,86.0618430210686,55.205924624067634
Yashvi Dyal,14,Female,India,West Bengal,Noida,Financial controller,Medium,Middle,Intermediate,Earth Science,-1.1532773822217386,1.369686285648962,Material_2,Medium,1.223622741570912,120.26461286134484,51.73877697113876
Rachit Suri,13,Female,India,Chhattisgarh,Ahmednagar,Research scientist (maths),Low,Middle,Intermediate,Algebra,-0.49086728122146467,1.3022276205202314,Material_4,Medium,-0.8917168143042199,85.32046541789512,62.47234941926169
Ojas Krishna,18,Female,India,Mizoram,Raebareli,Soil scientist,Medium,High,Advanced,Physics,-0.40357308298063826,1.3024526540313128,Material_13,Hard,-1.0424009266375256,82.83125378086223,63.886848684450776
Tanvi Hayre,9,Female,India,Uttarakhand,Chandigarh,Commissioning editor,Medium,Elementary,Beginner,Math Basics,1.519879560359048,0.055615443689618654,Material_46,Basic,0.9996680363894724,116.56501474397456,95.0541244651858
Yamini Chanda,12,Female,India,Assam,Durgapur,Technical sales engineer,High,Middle,Intermediate,Earth Science,0.2707471312322517,1.176350528435021,Material_29,Medium,0.6591338445953375,110.93959305952671,74.81341043457849
Dipta Kulkarni,13,Female,India,Maharashtra,Shimla,"Investment banker, corporate",High,Middle,Intermediate,Algebra,-1.6937194228988732,-0.4042423712953115,Material_36,Medium,-0.6184828558778551,89.83412739868206,42.981552724618666
Pallavi Chawla,12,Male,India,Uttar Pradesh,Muzaffarnagar,Advertising account executive,Low,Middle,Intermediate,Earth Science,0.4481999267001865,0.8931795036673784,Material_8,Medium,1.5339001562308532,125.39021063884388,77.68882316364288
Nikita Bhandari,13,Female,India,Maharashtra,Kolhapur,"Education officer, community",Low,Middle,Intermediate,Earth Science,0.9258577730630072,0.8319463499024368,Material_9,Medium,0.10847322264757044,101.8430081111666,85.4287037777937
Hamsini Wagle,11,Female,India,Chhattisgarh,Eluru,Sports coach,High,Middle,Intermediate,Algebra,-2.5704230794878504,0.7060538345736271,Material_20,Medium,0.8740172891670719,114.48933936357318,28.77560659046064
William Ratta,8,Female,India,Madhya Pradesh,Moradabad,Quality manager,Medium,Elementary,Beginner,Math Basics,-0.09147921866153663,1.0326012014231507,Material_47,Basic,-1.533807522712302,74.71350998874719,68.94396073365598
William Wali,11,Female,India,Jharkhand,Satara,Pathologist,High,Middle,Intermediate,English Literature,0.3998100792487765,0.7566227927041954,Material_28,Medium,-0.3528772815440675,94.22177302538252,76.90472290220512
Chanchal Brahmbhatt,6,Female,India,Kerala,Junagadh,Medical illustrator,Medium,Elementary,Beginner,Math Basics,0.907441278663764,-0.9211954042237496,Material_23,Basic,1.447002627750893,123.95471531175023,85.1302862618527
Ladli Bajwa,10,Male,India,Uttar Pradesh,Uluberia,"Surveyor, building control",Medium,Elementary,Beginner,Reading Comprehension,1.1050349700019968,1.6378107508397488,Material_40,Basic,0.5481864551760494,109.10680837795368,88.33205839375152
Pahal Rattan,16,Female,India,Punjab,South Dumdum,"Accountant, chartered",High,High,Advanced,Physics,-1.0459810251956736,1.116923467663736,Material_48,Hard,-1.3753428422626082,77.33125196914635,53.47738756874264
Yochana Solanki,18,Male,India,Punjab,Hapur,TEFL teacher,Low,High,Advanced,Physics,1.771789852893376,-0.42543528077313214,Material_17,Hard,0.16098047681591204,102.71039662400048,99.13603289511768
Falak Patla,9,Male,India,Manipur,Bokaro,"Lighting technician, broadcasting/film/video",High,Elementary,Beginner,Math Basics,1.140902365434184,1.1505054918739746,Material_29,Basic,1.286407957138145,121.30178716461764,88.91324712685736
Balendra Ramesh,5,Female,India,Mizoram,Gandhidham,Clinical psychologist,Medium,Elementary,Beginner,Intro to Science,0.560468760776604,-1.3585963565664265,Material_5,Basic,0.21407022406038323,103.58740757493445,79.5080068723542
Warhi Dara,11,Female,India,Jharkhand,Saharanpur,"Engineer, biomedical",Medium,Middle,Intermediate,Earth Science,-1.3007362397786284,-0.9218830052168393,Material_7,Medium,-2.840413817763038,53.12915352078367,49.34938054086956
Pavani Dora,7,Male,India,Karnataka,Dibrugarh,Occupational psychologist,Low,Elementary,Beginner,Reading Comprehension,-0.24311229439854454,1.3278676368180078,Material_50,Basic,0.15636497316684897,102.63415125734495,66.48692603340432
Vedhika Seth,17,Male,India,Kerala,Coimbatore,Market researcher,Medium,High,Advanced,Calculus,-0.888943540102436,-1.513962961590629,Material_7,Hard,-0.9510483825630779,84.3403433076976,56.02199433239855
Arunima Amble,6,Female,India,Nagaland,Nagpur,Software engineer,High,Elementary,Beginner,Intro to Science,0.1874102037518477,-1.365191088528268,Material_4,Basic,-0.46646221689629164,92.3454176585673,73.46303406295593
Rajata Mand,5,Female,India,Sikkim,Mira-Bhayandar,Broadcast presenter,Low,Elementary,Beginner,Reading Comprehension,-0.27809666729854676,0.04846009789441753,Material_38,Basic,-0.32740424506438803,94.64257239071658,65.92004563634019
Nidra Iyengar,15,Male,India,Andhra Pradesh,Kottayam,"Scientist, water quality",High,High,Advanced,Calculus,0.2481508654402544,1.0433152080772066,Material_33,Hard,0.8018027054520704,113.29639752409608,74.44726466541042
Kiaan Lala,5,Male,India,Chhattisgarh,Durg,Financial risk analyst,Low,Elementary,Beginner,Intro to Science,0.04793718644057407,1.5081190345101276,Material_6,Basic,0.6875784239142401,111.409480539731,71.20303873135056
Ladli Purohit,7,Male,India,Kerala,Giridih,Community arts worker,Medium,Elementary,Beginner,Reading Comprehension,0.9208427226372099,-0.751282989838736,Material_40,Basic,0.10257347953170637,101.74554787470166,85.34744081547625
Lekha Raghavan,6,Male,India,Maharashtra,Karimnagar,Commercial/residential surveyor,Medium,Elementary,Beginner,Reading Comprehension,0.6047258433872671,-1.3210339716524153,Material_36,Basic,-0.17037845767493764,97.23654471620958,80.22514056615927
Vedhika Sant,9,Female,India,Bihar,Proddatur,Energy manager,Medium,Elementary,Beginner,Math Basics,1.8251085908971518,-0.7793462527046298,Material_13,Basic,0.9202915836226048,115.25376310055888,100.0
Ridhi Kurian,16,Male,India,Manipur,Bilaspur,"Journalist, broadcasting",Low,High,Advanced,Calculus,-1.7057229945022596,-0.6312384132291876,Material_23,Hard,-0.8903233500012286,85.34348461683444,42.78704903989734
Baghyawati Mahal,12,Female,India,Tamil Nadu,Ozhukarai,Animator,Medium,Middle,Intermediate,English Literature,1.5726178253894483,0.37470432229651435,Material_21,Medium,0.5077907575423417,108.43949555327136,95.90868569189008
Gunbir Sharaf,17,Female,India,Punjab,Kishanganj,Public relations officer,Low,High,Advanced,Advanced Writing,-0.2046995071375928,0.6877212028374404,Material_35,Hard,-0.37819280920941606,93.80357561169085,67.10935983140521
Lavanya Memon,16,Male,India,Gujarat,Saharanpur,Amenity horticulturist,High,High,Advanced,Physics,-2.105004157082155,1.2906028293131415,Material_32,Hard,-0.7721432439953798,87.29574946135129,36.31716991328015
Daniel Balay,8,Female,India,Meghalaya,Bijapur,"Scientist, research (physical sciences)",Low,Elementary,Beginner,Math Basics,-1.1240175540594826,1.2273076021593101,Material_9,Basic,-1.4653992529314037,75.84357379289425,52.212897889471606
Urvashi Gokhale,14,Male,India,Madhya Pradesh,South Dumdum,Educational psychologist,Medium,Middle,Intermediate,English Literature,-0.1330796211784454,1.448947834013862,Material_35,Medium,2.0340548192676793,133.65246727804202,68.26987539949208
Caleb Verma,9,Female,India,Arunachal Pradesh,Kulti,"Engineer, broadcasting (operations)",Medium,Elementary,Beginner,Reading Comprehension,1.5468622457563186,-0.005909561610421211,Material_44,Basic,0.15655758795340782,102.6373331387042,95.49134697752244
Divya Barman,12,Female,India,Gujarat,Berhampur,Sub,Low,Middle,Intermediate,English Literature,-0.33981427619133164,0.9116472491742668,Material_44,Medium,2.1676292102683394,135.8590365263843,64.91998475958833
Brijesh Padmanabhan,7,Female,India,Tamil Nadu,Aurangabad,Legal secretary,High,Elementary,Beginner,Intro to Science,0.3715527843531752,-1.0141702539609934,Material_44,Basic,-1.5375564080748794,74.65158063915665,76.44684685005569
Udant Rattan,16,Male,India,Bihar,Barasat,Public relations account executive,Low,High,Advanced,Calculus,0.11292672820451224,1.2614560729169437,Material_14,Hard,-1.0974704434903826,81.92153821713579,72.25611741152191
Frado Sharma,13,Female,India,Kerala,Karnal,Automotive engineer,Medium,Middle,Intermediate,English Literature,0.9564376470008815,0.9011202618467546,Material_48,Medium,-0.46480332972759625,92.37282148489577,85.92421447708858
Yatin Gara,7,Male,India,Gujarat,Aurangabad,Higher education careers adviser,High,Elementary,Beginner,Math Basics,-0.5304441202880876,0.8211052418520268,Material_6,Basic,-0.718613792246328,88.18002406837155,61.831053538133325
Baljiwan Nagar,6,Male,India,Sikkim,Shimla,Geophysical data processor,High,Elementary,Beginner,Reading Comprehension,1.514712339246554,-0.051964106804415156,Material_43,Basic,0.45295083967326083,107.53357282777728,94.97039575681816
Aashi Salvi,9,Female,India,Himachal Pradesh,Phagwara,Purchasing manager,Low,Elementary,Beginner,Intro to Science,-0.9933726047021185,-1.5409203177735693,Material_12,Basic,-1.3245731594810877,78.16993683931163,54.3298448182565
Quincy Ganesh,5,Male,India,Maharashtra,Panvel,Astronomer,Medium,Elementary,Beginner,Intro to Science,0.6620127754288402,-1.5861364778463345,Material_26,Basic,-1.0668977802262227,82.42658037449277,81.15340756340221
Hemang Sachar,9,Female,India,Gujarat,Vellore,Herbalist,Low,Elementary,Beginner,Intro to Science,-0.6103954289645389,-0.3108653123160142,Material_9,Basic,0.8197624311011197,113.59308147697789,60.53553711604819
Ronith Hegde,18,Female,India,Mizoram,Panvel,Community education officer,High,High,Advanced,Physics,-0.7421759004251188,0.061764682897654834,Material_50,Hard,0.6891056098459958,111.43470874019869,58.40019039423039
Chaman Pandya,10,Male,India,Madhya Pradesh,Bharatpur,Chief Strategy Officer,Medium,Elementary,Beginner,Reading Comprehension,-0.6689865099100194,1.0560099709981423,Material_45,Basic,-2.463695316885889,59.35231840358677,59.586137927852704
Eta Bahl,7,Male,India,Andhra Pradesh,Mango,Recycling officer,Low,Elementary,Beginner,Math Basics,-0.8359211943291225,-0.10980463942543009,Material_43,Basic,-0.871904274494675,85.64775675531236,56.88115875164259
Michael Karnik,8,Female,India,Nagaland,Bhiwandi,Pathologist,High,Elementary,Beginner,Math Basics,0.2502651875030688,-0.06748408953440897,Material_42,Basic,1.4120825174787024,123.37785592352397,74.48152475444833
Bachittar Sandal,15,Female,India,Rajasthan,Jodhpur,Automotive engineer,Low,High,Advanced,Calculus,-1.0414944701785502,1.1453044035355324,Material_45,Hard,0.07742117186271358,101.33004675797211,53.5500868878594
